NAME	SIZE	ES	NES	NOM.p.val	FDR.q.val	FWER.p.val	RANK.AT.MAX	PERCENT_LEAD	PERCENT_LIST	PERCENT_SIGNAL	DIRECTION	NUM_DE
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	27	0.64096075	1.478066	0.040681414	0.39165118	1	35	7	0	7	1	2
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	27	0.56260294	1.300924	0.13124685	0.4629349	1	3450	26	15	30	1	3
GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	101	0.43854237	1.2678192	0.08402524	0.48534313	1	1799	12	8	13	1	11
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	175	-0.5617719	-1.5167928	0.006727345	0.25307778	1	2257	17	10	19	-1	24
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	35	-0.76546174	-1.6823213	0.0055392636	0.15785056	1	1360	26	6	27	-1	11
GO_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	19	-0.8224252	-1.6447618	0.008216364	0.17802255	1	973	26	4	27	-1	7
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	26	-0.7288	-1.5268145	0.035186723	0.24420772	1	3786	42	17	51	-1	4
GO_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	38	0.73946524	1.8202683	0.001062417	0.19669165	0.8271	1697	24	7	26	1	7
GO_NEGATIVE_REGULATION_OF_HOMEOSTATIC_PROCESS	104	-0.6452506	-1.6509508	0.0024062279	0.17697892	1	2297	25	10	28	-1	14
GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	57	-0.6269389	-1.4868544	0.03365973	0.2679715	1	697	12	3	13	-1	7
GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	42	-0.70616865	-1.5988724	0.016578143	0.21031219	1	1360	29	6	30	-1	12
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	125	-0.5782111	-1.5114591	0.010943344	0.25924334	1	2520	19	11	21	-1	19
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	39	-0.76122665	-1.7123046	0.003971406	0.15016112	0.9996	2187	18	10	20	-1	4
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	59	-0.6772633	-1.615478	0.009058805	0.20494589	1	2215	15	10	17	-1	7
GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	36	-0.6660334	-1.472379	0.046545338	0.28123343	1	2426	31	11	34	-1	3
GO_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS	120	-0.606223	-1.576597	0.0045769764	0.22147094	1	508	9	2	9	-1	15
GO_NEGATIVE_REGULATION_OF_NEURON_DEATH	149	-0.55888706	-1.4870771	0.009016283	0.26875278	1	1426	11	6	11	-1	17
GO_NEGATIVE_REGULATION_OF_OSSIFICATION	52	0.48950395	1.2760605	0.12224062	0.48137513	1	1376	13	6	14	1	5
GO_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	33	0.5129019	1.2361479	0.16796267	0.5162197	1	1855	15	8	16	1	3
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	37	-0.76275086	-1.698532	0.004294576	0.15676706	1	697	19	3	19	-1	6
GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	20	0.6715982	1.4728299	0.057246376	0.39132547	1	283	10	1	10	1	2
GO_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION	19	-0.7316637	-1.4599009	0.056462586	0.29200828	1	2537	37	11	41	-1	3
GO_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION	80	-0.6313159	-1.5651481	0.010355029	0.23087978	1	847	11	4	12	-1	9
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	35	-0.6660606	-1.4789879	0.045988258	0.27719358	1	1974	26	9	28	-1	5
GO_NEGATIVE_REGULATION_OF_RECEPTOR_ACTIVITY	27	0.67313	1.5658854	0.023741936	0.30345252	1	824	15	4	15	1	3
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	35	-0.70820487	-1.5630428	0.02567877	0.22903937	1	3267	31	14	37	-1	6
GO_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	20	-0.86957216	-1.7517285	0.0020332092	0.12394251	0.9741	4	5	0	5	-1	1
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	23	-0.7057832	-1.4569763	0.058843367	0.2937881	1	925	17	4	18	-1	3
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	15	-0.7694238	-1.4871781	0.05023881	0.26917866	1	3574	47	16	55	-1	3
GO_NEGATIVE_REGULATION_OF_TRANSPORT	371	-0.5425442	-1.5600148	0.00011760555	0.229391	1	2297	18	10	19	-1	48
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	61	0.58407885	1.5634369	0.014467592	0.3036402	1	730	11	3	12	1	8
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	40	0.50025815	1.2515907	0.14710568	0.506844	1	2499	25	11	28	1	6
GO_NEPHRON_DEVELOPMENT	92	0.47756264	1.3686687	0.037528306	0.42499292	1	1861	16	8	18	1	10
GO_NEURAL_TUBE_PATTERNING	24	0.6301255	1.4393973	0.06425903	0.39219457	1	2919	42	13	48	1	2
GO_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	19	0.5925735	1.2831557	0.15930486	0.47265908	1	1409	21	6	22	1	1
GO_NEURON_APOPTOTIC_PROCESS	33	-0.72067857	-1.5839665	0.016374838	0.21603023	1	499	15	2	15	-1	5
GO_NEURON_DEATH	41	-0.6935763	-1.5661588	0.021113243	0.2305395	1	499	12	2	12	-1	5
GO_NEUROPEPTIDE_RECEPTOR_ACTIVITY	21	-0.740805	-1.5049158	0.043419495	0.25951007	1	3380	52	15	61	-1	3
GO_NEUROPEPTIDE_SIGNALING_PATHWAY	47	-0.6436655	-1.4904652	0.0376141	0.26842448	1	3456	28	15	33	-1	3
GO_NEUROPILIN_BINDING	15	0.7183273	1.4785255	0.058486514	0.39289036	1	1996	27	9	29	1	1
GO_NEUROTRANSMITTER_BINDING	21	0.73609203	1.6207056	0.018013632	0.2661159	1	1688	29	7	31	1	2
GO_NEUROTRANSMITTER_TRANSPORTER_ACTIVITY	17	0.6674694	1.4225863	0.081030004	0.40784577	1	1308	18	6	19	1	2
GO_NEUROTROPHIN_SIGNALING_PATHWAY	23	-0.72903824	-1.506392	0.040293667	0.25977033	1	1636	17	7	19	-1	4
GO_NEUTRAL_AMINO_ACID_TRANSPORT	29	0.5603347	1.3102046	0.13005632	0.45769197	1	5729	52	25	69	1	2
GO_NEUTRAL_LIPID_METABOLIC_PROCESS	64	-0.6261167	-1.5046424	0.025920874	0.2586998	1	450	9	2	10	-1	10
GO_NF_KAPPAB_BINDING	30	-0.69235367	-1.4985394	0.04208782	0.263362	1	2099	27	9	29	-1	5
GO_N_GLYCAN_PROCESSING	18	0.6606391	1.4220136	0.08153477	0.4075079	1	4921	44	22	57	1	1
GO_NITROGEN_COMPOUND_TRANSPORT	434	0.3700998	1.2486397	0.011825573	0.5067232	1	1814	14	8	15	1	55
GO_NONMOTILE_PRIMARY_CILIUM	115	0.46891925	1.3837286	0.027017783	0.41684726	1	2182	24	10	27	1	15
GO_NUCLEAR_CHROMATIN	239	-0.54955244	-1.5259455	0.002905875	0.24462369	1	2027	18	9	20	-1	27
GO_NUCLEAR_CHROMOSOME	439	-0.5527638	-1.6011665	0	0.2085272	1	2581	21	11	23	-1	52
GO_NUCLEAR_CHROMOSOME_TELOMERIC_REGION	107	-0.6461367	-1.6466415	0.001557853	0.17657104	1	3888	33	17	39	-1	10
GO_NUCLEAR_ENVELOPE	381	-0.5221572	-1.4997275	0.00071090047	0.2613831	1	2553	17	11	19	-1	36
GO_NUCLEAR_IMPORT	120	0.4271948	1.2637606	0.07932608	0.48790008	1	1209	7	5	7	1	5
GO_NUCLEAR_NUCLEOSOME	19	-0.7996453	-1.5963649	0.016531773	0.2104635	1	575	21	3	22	-1	3
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	55	-0.6400099	-1.5015731	0.029343985	0.25932103	1	4187	38	18	47	-1	3
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	117	-0.6528665	-1.6924092	0.0012587412	0.15187158	1	6409	76	28	105	-1	5
GO_NUCLEOID	41	-0.7368436	-1.66875	0.0071508023	0.16977108	1	3562	46	16	55	-1	9
GO_NUCLEOLAR_PART	62	-0.7121589	-1.7100695	0.0019789923	0.15046488	0.9997	4116	53	18	65	-1	7
GO_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS	17	0.67570585	1.4315231	0.077476226	0.39948273	1	688	18	3	18	1	3
GO_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	221	-0.5571106	-1.5401005	0.0020418582	0.23919505	1	3241	24	14	28	-1	28
GO_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	209	-0.5292698	-1.4488689	0.011266164	0.30019772	1	4080	31	18	37	-1	23
GO_NUCLEOTIDE_PHOSPHORYLATION	53	-0.6891264	-1.6120692	0.0082890205	0.2064696	1	850	21	4	22	-1	11
GO_NUCLEOTIDYLTRANSFERASE_ACTIVITY	120	-0.5917921	-1.5374672	0.0076367673	0.23852263	1	2075	19	9	21	-1	15
GO_ONE_CARBON_METABOLIC_PROCESS	33	-0.7374985	-1.6133463	0.014421501	0.20474614	1	2510	27	11	31	-1	3
GO_OOCYTE_MATURATION	16	0.67100966	1.4018141	0.09745662	0.42093238	1	1747	25	8	27	1	1
GO_ORGANELLAR_LARGE_RIBOSOMAL_SUBUNIT	32	-0.7260494	-1.5794716	0.02147189	0.2199765	1	2547	31	11	35	-1	3
GO_ORGANELLAR_RIBOSOME	70	-0.68131584	-1.6584762	0.0044991	0.16739368	1	4764	50	21	63	-1	5
GO_ORGANIC_ACID_SODIUM_SYMPORTER_ACTIVITY	24	0.73103756	1.6634315	0.011806079	0.2678965	1	1308	21	6	22	1	3
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	87	0.55290127	1.5703492	0.0076360167	0.3253417	1	2336	30	10	33	1	14
GO_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	114	0.4677656	1.3749663	0.03085554	0.42388743	1	1814	25	8	27	1	22
GO_ORGANIC_ACID_TRANSPORT	222	0.40622157	1.2917389	0.030028598	0.47197288	1	1646	19	7	21	1	38
GO_ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	142	0.5290895	1.5994672	0.0018504811	0.29432774	1	1814	27	8	29	1	29
GO_ORGANIC_ANION_TRANSPORT	317	0.42409423	1.3923297	0.0022459293	0.42026016	1	1585	21	7	22	1	55
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	60	0.53022295	1.4195147	0.042129233	0.40300024	1	2698	28	12	32	1	5
GO_OXIDATIVE_PHOSPHORYLATION	80	-0.6348731	-1.5682989	0.011495947	0.2285667	1	6531	55	29	77	-1	1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PEROXIDE_AS_ACCEPTOR	32	0.54111177	1.2960753	0.13256048	0.46456522	1	2939	19	13	21	1	1
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS	27	-0.7068793	-1.5025522	0.043236163	0.25989968	1	368	11	2	11	-1	2
GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_THE_CH_NH_GROUP_OF_DONORS_NAD_OR_NADP_AS_ACCEPTOR	19	-0.73590285	-1.4786433	0.052986838	0.2766872	1	294	11	1	11	-1	1
GO_OXIDOREDUCTION_COENZYME_METABOLIC_PROCESS	95	-0.6312811	-1.5954854	0.0061126472	0.21022926	1	1138	18	5	19	-1	17
GO_PALATE_DEVELOPMENT	71	-0.6363134	-1.5594717	0.013101087	0.22876388	1	1177	13	5	13	-1	11
GO_PALMITOYLTRANSFERASE_ACTIVITY	34	0.69168746	1.6777289	0.007474227	0.28083706	1	3868	50	17	60	1	4
GO_PANCREAS_DEVELOPMENT	50	0.529536	1.3797516	0.06789953	0.4177772	1	1596	20	7	21	1	10
GO_PATTERNING_OF_BLOOD_VESSELS	27	-0.689492	-1.4654952	0.052771322	0.28799593	1	2490	26	11	29	-1	2
GO_PCG_PROTEIN_COMPLEX	43	-0.64423424	-1.4654045	0.04281877	0.28695303	1	3463	37	15	44	-1	6
GO_PEPTIDASE_INHIBITOR_ACTIVITY	106	0.4190838	1.2277595	0.097486414	0.5261228	1	3816	27	17	33	1	10
GO_PEPTIDE_RECEPTOR_ACTIVITY	62	-0.6132889	-1.4708526	0.03516517	0.28150386	1	1675	18	7	19	-1	8
GO_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	29	0.62639695	1.471746	0.04665826	0.38946798	1	2515	21	11	23	1	1
GO_PEPTIDYL_TYROSINE_MODIFICATION	154	0.5133924	1.567812	0.0031128405	0.31799743	1	1046	14	5	14	1	18
GO_PERIKARYON	82	-0.6042545	-1.4972384	0.019979583	0.264905	1	1478	12	6	13	-1	9
GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	58	-0.6713789	-1.5948228	0.010941594	0.20736389	1	1623	17	7	19	-1	5
GO_PHOSPHATASE_COMPLEX	44	-0.684381	-1.5650063	0.021431973	0.23023102	1	2290	30	10	33	-1	8
GO_PHOSPHATASE_INHIBITOR_ACTIVITY	29	-0.70305544	-1.5047767	0.037514273	0.25910333	1	1610	28	7	30	-1	6
GO_PHOSPHATASE_REGULATOR_ACTIVITY	77	-0.6336277	-1.5631834	0.012877442	0.22964908	1	2290	21	10	23	-1	11
GO_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	26	0.6133199	1.4217261	0.067231074	0.40642396	1	509	19	2	20	1	6
GO_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	52	0.5444145	1.4212593	0.04520244	0.40577042	1	1043	13	5	14	1	8
GO_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	52	-0.6776641	-1.5799626	0.015733737	0.22091074	1	3099	33	14	38	-1	5
GO_PHOSPHOLIPID_TRANSLOCATING_ATPASE_ACTIVITY	16	0.7922044	1.6512204	0.011663168	0.26767382	1	2890	44	13	50	1	2
GO_PHOSPHOLIPID_TRANSPORTER_ACTIVITY	45	0.5780289	1.4722329	0.032981887	0.39058384	1	1866	20	8	22	1	3
GO_PHOSPHOTRANSFERASE_ACTIVITY_FOR_OTHER_SUBSTITUTED_PHOSPHATE_GROUPS	19	0.7586207	1.6293786	0.0151946815	0.26811	1	1522	26	7	28	1	3
GO_PHOTORECEPTOR_CELL_MAINTENANCE	32	0.52964026	1.2694484	0.14863104	0.48345706	1	4278	44	19	54	1	3
GO_PHOTORECEPTOR_CONNECTING_CILIUM	30	0.5473836	1.2892534	0.1346991	0.47237387	1	2182	37	10	40	1	7
GO_PHOTORECEPTOR_OUTER_SEGMENT	56	0.57767695	1.524772	0.021965643	0.32638887	1	2182	23	10	26	1	6
GO_PHOTOTRANSDUCTION	27	0.5361801	1.2436389	0.17229903	0.50877726	1	1485	26	6	28	1	4
GO_PLACENTA_DEVELOPMENT	112	-0.59518546	-1.5335333	0.010639788	0.23865002	1	2892	20	13	22	-1	12
GO_PLASMA_MEMBRANE_RAFT	75	0.5287485	1.4647633	0.020420792	0.39212647	1	2801	21	12	24	1	9
GO_PLASMA_MEMBRANE_RECEPTOR_COMPLEX	140	0.44642934	1.3448633	0.03193088	0.43857226	1	1409	16	6	17	1	16
GO_PLATELET_ALPHA_GRANULE	60	0.5190674	1.3910302	0.056096166	0.41872323	1	1374	10	6	11	1	4
GO_PLATELET_ALPHA_GRANULE_LUMEN	43	0.61180395	1.5545597	0.018100735	0.30892003	1	1054	12	5	12	1	4
GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	34	0.6415506	1.5589939	0.025607863	0.3092743	1	793	12	3	12	1	7
GO_PODOSOME	22	-0.88652927	-1.814142	0.00033721127	0.06150899	0.5839	215	9	1	9	-1	2
GO_POLYAMINE_METABOLIC_PROCESS	15	-0.84142786	-1.6091458	0.014179369	0.20826383	1	612	13	3	14	-1	2
GO_POLY_PURINE_TRACT_BINDING	18	-0.8432209	-1.6710943	0.005349439	0.17155436	1	846	28	4	29	-1	3
GO_POLY_PYRIMIDINE_TRACT_BINDING	17	-0.76232356	-1.5030453	0.04649549	0.25947368	1	812	29	4	30	-1	6
GO_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	16	-0.8529401	-1.6549281	0.0077935574	0.17088512	1	1411	31	6	33	-1	2
GO_POSITIVE_REGULATION_OF_AUTOPHAGY	73	-0.63460463	-1.5582596	0.015340652	0.22970434	1	1829	16	8	18	-1	8
GO_POSITIVE_REGULATION_OF_AXONOGENESIS	65	-0.6167759	-1.4798708	0.03109282	0.27582926	1	139	5	1	5	-1	4
GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	17	0.6763039	1.43019	0.07627929	0.3991673	1	1770	41	8	45	1	2
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	24	-0.70737946	-1.4701107	0.055396046	0.2813101	1	1104	13	5	13	-1	3
GO_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	62	0.48125887	1.3085833	0.087969705	0.45688656	1	1031	13	5	13	1	8
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	37	0.63998926	1.5731887	0.018848168	0.33261955	1	1153	14	5	14	1	4
GO_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	88	0.45597732	1.3015599	0.07663078	0.46490645	1	1153	10	5	11	1	11
GO_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	17	0.6774983	1.4200937	0.07935758	0.40325728	1	2574	29	11	33	1	2
GO_POSITIVE_REGULATION_OF_COAGULATION	18	0.62665135	1.3478663	0.11921793	0.43928373	1	640	11	3	11	1	2
GO_POSITIVE_REGULATION_OF_CYTOKINESIS	26	-0.72989047	-1.5375141	0.029470198	0.23922223	1	2385	23	10	26	-1	3
GO_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	23	0.6543557	1.4632936	0.055811696	0.3915582	1	5593	48	24	63	1	1
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	61	0.57526296	1.5439259	0.015882183	0.31914788	1	2873	18	13	21	1	5
GO_POSITIVE_REGULATION_OF_EPIDERMAL_CELL_DIFFERENTIATION	15	0.59660035	1.2355878	0.2179458	0.5155315	1	4886	40	21	51	1	0
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	92	0.5543206	1.586599	0.0069620255	0.31412596	1	2873	17	13	20	1	9
GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	31	-0.69342834	-1.5003449	0.03766234	0.2606573	1	971	19	4	20	-1	8
GO_POSITIVE_REGULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	18	0.7152032	1.5264589	0.038324207	0.32718056	1	2198	33	10	37	1	1
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	16	-0.77510923	-1.5107093	0.04041451	0.25871468	1	1226	25	5	26	-1	3
GO_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	31	0.5709398	1.3610028	0.09023894	0.4241372	1	1007	19	4	20	1	6
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	20	0.6420292	1.390642	0.09898354	0.4164541	1	1345	30	6	32	1	2
GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION	50	0.52592224	1.3688025	0.06777746	0.4261257	1	4019	34	18	41	1	4
GO_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	55	0.4728371	1.2483177	0.1320383	0.5054037	1	2600	25	11	29	1	8
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	59	0.48212385	1.2977033	0.093030035	0.46395275	1	1203	10	5	11	1	2
GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	53	-0.70769936	-1.656674	0.0059116366	0.16999546	1	685	11	3	12	-1	6
GO_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	26	0.57352144	1.3199894	0.13039142	0.45426404	1	1043	12	5	12	1	2
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	15	0.75571334	1.5675573	0.029363401	0.30860975	1	2168	20	9	22	1	0
GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY	182	0.39770165	1.2382847	0.061890632	0.5139615	1	1831	14	8	15	1	23
GO_POSITIVE_REGULATION_OF_MESONEPHROS_DEVELOPMENT	17	0.66874516	1.4152142	0.08677098	0.4088457	1	655	18	3	18	1	3
GO_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	22	0.58587104	1.3137772	0.1316173	0.45609468	1	1233	18	5	19	1	3
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_METABOLIC_PROCESS	16	0.62609464	1.3097303	0.1499527	0.45645937	1	283	19	1	19	1	4
GO_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	45	-0.65797436	-1.5103778	0.028291449	0.25728196	1	2590	24	11	28	-1	3
GO_POSITIVE_REGULATION_OF_NEUROLOGICAL_SYSTEM_PROCESS	15	-0.7856599	-1.5104065	0.036539126	0.25794175	1	1487	20	6	21	-1	1
GO_POSITIVE_REGULATION_OF_NEURON_DEATH	62	-0.64777416	-1.5513822	0.015680246	0.23532939	1	2187	18	10	20	-1	5
GO_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	22	0.58100945	1.3040776	0.14825581	0.4609954	1	3760	45	16	54	1	2
GO_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	136	-0.5848913	-1.5441663	0.006901311	0.23591004	1	2942	24	13	28	-1	13
GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	46	0.4859986	1.2502464	0.13673139	0.5080899	1	1863	20	8	21	1	4
GO_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	97	-0.59582764	-1.5118146	0.014420331	0.26068482	1	2189	23	10	25	-1	16
GO_POSITIVE_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY	22	-0.7650949	-1.5634227	0.024116848	0.2300766	1	2375	32	10	35	-1	2
GO_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	37	0.61259735	1.5108885	0.035115305	0.33736566	1	3029	35	13	40	1	4
GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	26	0.55639434	1.2757646	0.1601458	0.47987399	1	4118	27	18	33	1	1
GO_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	15	0.62047416	1.2783139	0.1692165	0.47793016	1	4118	40	18	49	1	1
GO_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT	18	-0.78240603	-1.5481921	0.025746653	0.23455809	1	2589	33	11	38	-1	2
GO_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	21	0.6742111	1.4920717	0.05033145	0.37028846	1	1232	24	5	25	1	3
GO_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	17	-0.8904263	-1.7546504	0.0013947001	0.12053739	0.9702	1411	29	6	31	-1	3
GO_POSITIVE_REGULATION_OF_SYNAPSE_ASSEMBLY	52	0.59984463	1.5706799	0.012906847	0.32814556	1	2953	33	13	37	1	1
GO_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	62	-0.6087405	-1.4580356	0.043900955	0.29319805	1	1116	16	5	17	-1	11
GO_POSITIVE_REGULATION_OF_TISSUE_REMODELING	17	-0.78343064	-1.5389649	0.030255878	0.24007894	1	36	6	0	6	-1	0
GO_POSITIVE_REGULATION_OF_TOR_SIGNALING	27	-0.8083835	-1.711168	0.007480053	0.1503627	0.9997	1087	22	5	23	-1	6
GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	17	-0.86380035	-1.7020968	0.0040357956	0.15763962	0.9999	225	18	1	18	-1	2
GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	82	0.5145815	1.4460616	0.025007915	0.39259532	1	2106	15	9	16	1	8
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	407	-0.5089415	-1.4699228	0.0012862488	0.28111237	1	2755	23	12	26	-1	45
GO_PRE_MRNA_BINDING	24	0.6935152	1.5677432	0.022036474	0.3147758	1	655	21	3	21	1	6
GO_PRERIBOSOME	61	-0.72331554	-1.7278395	0.001985339	0.13992058	0.9964	3967	59	17	71	-1	5
GO_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	21	-0.7887563	-1.604224	0.01480599	0.20863177	1	3951	71	17	86	-1	2
GO_PRIMARY_ALCOHOL_METABOLIC_PROCESS	37	0.66060865	1.6239638	0.011221294	0.26568708	1	1695	16	7	17	1	4
GO_PRIMARY_CILIUM	182	0.436224	1.3632863	0.017226892	0.42272976	1	2253	21	10	23	1	21
GO_PROTEIN_ACETYLATION	112	-0.587014	-1.5198988	0.0125741735	0.24837844	1	1928	24	8	26	-1	20
GO_PROTEIN_ACTIVATION_CASCADE	40	0.49876422	1.2486247	0.14780973	0.5056805	1	2584	20	11	23	1	3
GO_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	27	0.5454051	1.2650857	0.15512885	0.4867338	1	2131	22	9	24	1	2
GO_PROTEIN_DEGLYCOSYLATION	21	0.6441976	1.4308295	0.07426222	0.3994088	1	4680	43	20	54	1	2
GO_PROTEIN_DNA_COMPLEX	117	-0.58073336	-1.5043591	0.012508687	0.2586286	1	2477	22	11	25	-1	15
GO_PROTEIN_HETERODIMERIZATION_ACTIVITY	362	-0.5861398	-1.6844776	0	0.15663283	1	2447	21	11	23	-1	45
GO_PROTEIN_HOMOOLIGOMERIZATION	213	0.48670298	1.5495851	0.00046446818	0.31022522	1	2337	18	10	20	1	23
GO_PROTEIN_K63_LINKED_DEUBIQUITINATION	23	-0.7175594	-1.4765964	0.05264923	0.27873322	1	2530	43	11	49	-1	6
GO_PROTEIN_LIPID_COMPLEX	25	-0.797151	-1.6779808	0.0071547423	0.1607299	1	450	12	2	12	-1	2
GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	29	-0.74816716	-1.6085131	0.016009243	0.20845053	1	1678	24	7	26	-1	4
GO_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	143	0.4067666	1.2288343	0.08572522	0.5244169	1	2365	15	10	16	1	12
